listing_id,city,state,locality,property_type,area_sqft,builtup_area_sqft,bhk,bathrooms,property_age,year_built,floor,total_floors,furnishing,parking,amenities_count,facing,latitude,longitude,price,price_per_sqft,currency,listing_status,synthetic_data,log_price,location_key
HYD-000001,Hyderabad,Telangana,Narsingi,Apartment,1739,1739,3,4,22,2004,16,20,Semi-Furnished,2,10,East,17.3888861,78.3391382,9960000,5727.43,INR,Sold,True,16.114088,Hyderabad | Narsingi
HYD-001003,Hyderabad,Telangana,Nanakramguda,Apartment,1255,1255,2,3,0,2026,23,29,Unfurnished,1,7,South-West,17.4100084,78.3538112,9510000,7577.69,INR,Active,True,16.067855,Hyderabad | Nanakramguda
HYD-001004,Hyderabad,Telangana,Bachupally,Independent House,2902,2902,4,5,23,2003,0,0,Semi-Furnished,0,9,West,17.5218059,78.3524489,12390000,4269.47,INR,Sold,True,16.3324,Hyderabad | Bachupally
HYD-001005,Hyderabad,Telangana,Manikonda,Apartment,1634,1634,3,3,2,2024,20,21,Semi-Furnished,0,8,North-East,17.4106976,78.3726435,11390000,6970.62,INR,Active,True,16.248246,Hyderabad | Manikonda
HYD-001006,Hyderabad,Telangana,Shamshabad,Apartment,1483,1483,2,2,10,2016,19,21,Unfurnished,2,3,East,17.2489214,78.4213306,8930000,6021.58,INR,Active,True,16.004927,Hyderabad | Shamshabad
HYD-001007,Hyderabad,Telangana,Bachupally,Plot,3384,3384,0,0,4,2022,0,0,Unfurnished,1,7,North-East,17.5287817,78.3587618,15180000,4485.82,INR,Active,True,16.535489,Hyderabad | Bachupally
HYD-001008,Hyderabad,Telangana,Tarnaka,Apartment,833,833,1,1,22,2004,24,28,Furnished,1,8,South-East,17.4293335,78.5437292,4920000,5906.36,INR,Active,True,15.408819,Hyderabad | Tarnaka
HYD-001009,Hyderabad,Telangana,Madhapur,Villa,3687,3687,4,5,12,2014,0,0,Semi-Furnished,2,12,North,17.4528651,78.3918605,32990000,8947.65,INR,Active,True,17.311715,Hyderabad | Madhapur
HYD-001010,Hyderabad,Telangana,Attapur,Apartment,1219,1219,2,2,6,2020,17,20,Unfurnished,1,6,South-East,17.3600033,78.4229034,8940000,7333.88,INR,Active,True,16.006046,Hyderabad | Attapur
HYD-001011,Hyderabad,Telangana,Somajiguda,Villa,2652,2652,4,5,14,2012,0,0,Unfurnished,1,11,West,17.4343813,78.4544182,15860000,5980.39,INR,Active,True,16.579311,Hyderabad | Somajiguda
HYD-001012,Hyderabad,Telangana,Tellapur,Plot,4044,4044,0,0,10,2016,0,0,Semi-Furnished,0,6,East,17.4610267,78.3029808,13840000,3422.35,INR,Sold,True,16.443074,Hyderabad | Tellapur
HYD-001013,Hyderabad,Telangana,Tellapur,Independent House,2061,2061,3,3,17,2009,0,0,Furnished,1,9,West,17.46182,78.2898258,11700000,5676.86,INR,Active,True,16.275099,Hyderabad | Tellapur
HYD-001014,Hyderabad,Telangana,Punjagutta,Apartment,2392,2392,4,4,17,2009,17,24,Unfurnished,1,5,North-East,17.4391046,78.452923,11660000,4874.58,INR,Active,True,16.271675,Hyderabad | Punjagutta
HYD-001015,Hyderabad,Telangana,Attapur,Apartment,1545,1545,3,4,16,2010,14,14,Unfurnished,1,3,North-West,17.3674423,78.423563,8720000,5644.01,INR,Active,True,15.98113,Hyderabad | Attapur
HYD-001016,Hyderabad,Telangana,Manikonda,Apartment,1851,1851,3,3,0,2026,2,10,Furnished,1,9,South,17.4006102,78.3843426,13570000,7331.17,INR,Active,True,16.423372,Hyderabad | Manikonda
HYD-001017,Hyderabad,Telangana,Attapur,Apartment,1158,1158,2,2,14,2012,19,21,Semi-Furnished,2,12,South-East,17.3643506,78.4271787,7600000,6563.04,INR,Sold,True,15.843659,Hyderabad | Attapur
HYD-001018,Hyderabad,Telangana,Tolichowki,Villa,3139,3139,4,5,16,2010,0,0,Semi-Furnished,1,8,North-West,17.4107917,78.4227439,15950000,5081.24,INR,Sold,True,16.584969,Hyderabad | Tolichowki
HYD-001019,Hyderabad,Telangana,Hitech City,Independent House,1780,1780,3,3,3,2023,0,0,Semi-Furnished,0,12,North-East,17.4455854,78.3777202,12460000,7000.0,INR,Active,True,16.338034,Hyderabad | Hitech City
HYD-001020,Hyderabad,Telangana,Alwal,Plot,1679,1679,0,0,24,2002,0,0,Unfurnished,1,12,East,17.5011495,78.5150374,5790000,3448.48,INR,Sold,True,15.571643,Hyderabad | Alwal
HYD-001021,Hyderabad,Telangana,Tarnaka,Apartment,1910,1910,3,3,22,2004,18,25,Unfurnished,1,6,South,17.4220021,78.5478754,10230000,5356.02,INR,Sold,True,16.140835,Hyderabad | Tarnaka
HYD-001022,Hyderabad,Telangana,Begumpet,Villa,4938,4938,5,5,5,2021,0,0,Furnished,1,4,West,17.436259,78.4634573,47350000,9588.9,INR,Active,True,17.673077,Hyderabad | Begumpet
HYD-001023,Hyderabad,Telangana,Narsingi,Apartment,1275,1275,3,3,16,2010,22,30,Unfurnished,0,4,North,17.3817108,78.3415407,7780000,6101.96,INR,Active,True,15.867067,Hyderabad | Narsingi
HYD-001024,Hyderabad,Telangana,Kokapet,Plot,3618,3618,0,0,4,2022,0,0,Furnished,2,9,South-East,17.3798649,78.3401724,19720000,5450.53,INR,Active,True,16.797144,Hyderabad | Kokapet
HYD-001025,Hyderabad,Telangana,Miyapur,Apartment,1294,1294,3,3,24,2002,18,28,Semi-Furnished,1,6,North-East,17.4845095,78.3499707,7160000,5533.23,INR,Active,True,15.784021,Hyderabad | Miyapur
HYD-001026,Hyderabad,Telangana,Somajiguda,Villa,2064,2064,4,5,20,2006,0,0,Unfurnished,1,0,South-West,17.4368603,78.4601639,11680000,5658.91,INR,Sold,True,16.273389,Hyderabad | Somajiguda
HYD-001027,Hyderabad,Telangana,Kondapur,Apartment,1494,1494,3,3,25,2001,11,20,Furnished,1,12,South,17.4850081,78.4024358,9860000,6599.73,INR,Active,True,16.103997,Hyderabad | Kondapur
HYD-001028,Hyderabad,Telangana,Hitech City,Villa,2384,2384,4,5,7,2019,0,0,Furnished,1,8,North-East,17.4272737,78.3734207,23510000,9861.58,INR,Active,True,16.972936,Hyderabad | Hitech City
HYD-001029,Hyderabad,Telangana,Mehdipatnam,Villa,3980,3980,5,5,7,2019,0,0,Unfurnished,0,10,South-East,17.3951358,78.4285666,27960000,7025.13,INR,Sold,True,17.146286,Hyderabad | Mehdipatnam
HYD-001030,Hyderabad,Telangana,Punjagutta,Plot,2494,2494,0,0,1,2025,0,0,Unfurnished,2,8,West,17.4271921,78.4490256,9480000,3801.12,INR,Active,True,16.064695,Hyderabad | Punjagutta
HYD-001031,Hyderabad,Telangana,Financial District,Apartment,1045,1045,2,3,0,2026,3,9,Unfurnished,2,0,North-East,17.428077,78.3343938,8510000,8143.54,INR,Active,True,15.956753,Hyderabad | Financial District
HYD-001032,Hyderabad,Telangana,Somajiguda,Apartment,1634,1634,3,4,14,2012,25,27,Semi-Furnished,3,8,West,17.4184579,78.4468889,10650000,6517.75,INR,Sold,True,16.181071,Hyderabad | Somajiguda
HYD-001033,Hyderabad,Telangana,Kukatpally,Independent House,2835,2835,4,4,7,2019,0,0,Furnished,1,4,North,17.4829906,78.4091131,17490000,6169.31,INR,Sold,True,16.67714,Hyderabad | Kukatpally
HYD-001034,Hyderabad,Telangana,Somajiguda,Apartment,1603,1603,3,3,22,2004,5,11,Semi-Furnished,2,10,East,17.4318128,78.4631733,8980000,5602.0,INR,Active,True,16.010511,Hyderabad | Somajiguda
HYD-001035,Hyderabad,Telangana,Somajiguda,Apartment,1395,1395,3,3,15,2011,21,28,Furnished,2,0,East,17.4099655,78.4531437,8450000,6057.35,INR,Active,True,15.949677,Hyderabad | Somajiguda
HYD-001036,Hyderabad,Telangana,Ameerpet,Villa,2630,2630,3,4,21,2005,0,0,Furnished,1,1,West,17.4361709,78.4481662,19840000,7543.73,INR,Active,True,16.803211,Hyderabad | Ameerpet
HYD-001037,Hyderabad,Telangana,Mehdipatnam,Apartment,1026,1026,2,2,10,2016,23,25,Semi-Furnished,1,5,South-East,17.3995953,78.4273047,7090000,6910.33,INR,Active,True,15.774196,Hyderabad | Mehdipatnam
HYD-001038,Hyderabad,Telangana,Nanakramguda,Apartment,2353,2353,4,4,5,2021,4,5,Furnished,2,2,North,17.4160094,78.3567042,21220000,9018.27,INR,Sold,True,16.870455,Hyderabad | Nanakramguda
HYD-001039,Hyderabad,Telangana,Gachibowli,Apartment,2156,2156,3,3,21,2005,5,12,Semi-Furnished,2,8,North-West,17.4424598,78.3444717,14470000,6711.5,INR,Sold,True,16.487588,Hyderabad | Gachibowli
HYD-001040,Hyderabad,Telangana,Tarnaka,Apartment,1182,1182,2,2,17,2009,10,14,Semi-Furnished,2,0,East,17.4294691,78.5335818,7690000,6505.92,INR,Active,True,15.855431,Hyderabad | Tarnaka
HYD-001041,Hyderabad,Telangana,Nanakramguda,Apartment,1687,1687,3,3,3,2023,9,13,Semi-Furnished,0,3,South-West,17.4211918,78.3582719,15100000,8950.8,INR,Active,True,16.530205,Hyderabad | Nanakramguda
HYD-001042,Hyderabad,Telangana,Financial District,Independent House,2528,2528,4,4,3,2023,0,0,Unfurnished,2,11,South-West,17.4255756,78.3317945,20130000,7962.82,INR,Active,True,16.817722,Hyderabad | Financial District
HYD-001043,Hyderabad,Telangana,Secunderabad,Plot,1207,1207,0,0,5,2021,0,0,Furnished,0,7,East,17.4339498,78.4945027,5310000,4399.34,INR,Active,True,15.485103,Hyderabad | Secunderabad
HYD-001044,Hyderabad,Telangana,Banjara Hills,Independent House,1956,1956,3,3,17,2009,0,0,Semi-Furnished,3,7,South-West,17.4084646,78.4410239,14440000,7382.41,INR,Active,True,16.485513,Hyderabad | Banjara Hills
HYD-001045,Hyderabad,Telangana,Narsingi,Villa,4457,4457,5,5,17,2009,0,0,Unfurnished,0,8,East,17.3757745,78.3291306,27630000,6199.24,INR,Active,True,17.134413,Hyderabad | Narsingi
HYD-001046,Hyderabad,Telangana,Kondapur,Apartment,1069,1069,2,3,23,2003,16,25,Unfurnished,2,11,South-East,17.4827213,78.3875553,6580000,6155.29,INR,Sold,True,15.699545,Hyderabad | Kondapur
HYD-001047,Hyderabad,Telangana,Financial District,Independent House,3283,3283,5,5,1,2025,0,0,Semi-Furnished,2,3,South-East,17.427702,78.3333108,25730000,7837.34,INR,Active,True,17.063168,Hyderabad | Financial District
HYD-001048,Hyderabad,Telangana,Gachibowli,Villa,2955,2955,3,3,4,2022,0,0,Unfurnished,3,2,East,17.447967,78.3475541,21640000,7323.18,INR,Active,True,16.890054,Hyderabad | Gachibowli
HYD-001049,Hyderabad,Telangana,Tolichowki,Independent House,2157,2157,3,3,12,2014,0,0,Furnished,3,5,North,17.4055373,78.4126758,11450000,5308.3,INR,Active,True,16.2535,Hyderabad | Tolichowki
HYD-001050,Hyderabad,Telangana,Punjagutta,Apartment,952,952,2,2,12,2014,5,6,Furnished,2,10,East,17.4253191,78.4508294,6990000,7342.44,INR,Active,True,15.759991,Hyderabad | Punjagutta
HYD-001051,Hyderabad,Telangana,Dilsukhnagar,Plot,1468,1468,0,0,12,2014,0,0,Semi-Furnished,2,0,North-East,17.3626083,78.5282729,6630000,4516.35,INR,Active,True,15.707116,Hyderabad | Dilsukhnagar
HYD-001052,Hyderabad,Telangana,Kondapur,Apartment,1543,1543,3,3,0,2026,5,5,Unfurnished,1,12,North,17.4853337,78.3905987,11450000,7420.61,INR,Active,True,16.2535,Hyderabad | Kondapur
HYD-001053,Hyderabad,Telangana,Banjara Hills,Independent House,1666,1666,3,4,22,2004,0,0,Semi-Furnished,2,4,East,17.4209171,78.4343242,12580000,7551.02,INR,Active,True,16.347619,Hyderabad | Banjara Hills
HYD-001054,Hyderabad,Telangana,Secunderabad,Villa,2309,2309,3,3,9,2017,0,0,Semi-Furnished,2,10,South-West,17.4480395,78.4970979,16220000,7024.69,INR,Active,True,16.601756,Hyderabad | Secunderabad
HYD-001055,Hyderabad,Telangana,Hitech City,Independent House,1969,1969,3,3,7,2019,0,0,Furnished,2,7,South-East,17.4388358,78.3865527,16550000,8405.28,INR,Sold,True,16.621897,Hyderabad | Hitech City
HYD-001056,Hyderabad,Telangana,Financial District,Apartment,1374,1374,3,4,19,2007,9,15,Semi-Furnished,0,9,South,17.4216639,78.3360438,11390000,8289.67,INR,Sold,True,16.248246,Hyderabad | Financial District
HYD-001057,Hyderabad,Telangana,Bachupally,Apartment,1309,1309,3,3,19,2007,14,22,Furnished,2,11,East,17.5245612,78.3493541,7670000,5859.43,INR,Active,True,15.852827,Hyderabad | Bachupally
HYD-001058,Hyderabad,Telangana,Narsingi,Apartment,1625,1625,3,3,1,2025,18,23,Furnished,3,8,North,17.3862456,78.3318461,12800000,7876.92,INR,Sold,True,16.364956,Hyderabad | Narsingi
HYD-001059,Hyderabad,Telangana,Kukatpally,Independent House,2271,2271,4,4,22,2004,0,0,Semi-Furnished,0,10,North-West,17.4956924,78.4093888,10420000,4588.29,INR,Sold,True,16.159238,Hyderabad | Kukatpally
HYD-001060,Hyderabad,Telangana,Rajendranagar,Apartment,1948,1948,3,4,1,2025,22,23,Unfurnished,1,4,East,17.3190137,78.4094222,12020000,6170.43,INR,Active,True,16.302083,Hyderabad | Rajendranagar
HYD-001061,Hyderabad,Telangana,Tellapur,Villa,2772,2772,3,3,12,2014,0,0,Semi-Furnished,2,6,West,17.4611705,78.2971645,20520000,7402.6,INR,Active,True,16.836911,Hyderabad | Tellapur
HYD-001062,Hyderabad,Telangana,Attapur,Apartment,1710,1710,3,3,7,2019,5,15,Furnished,2,11,North-East,17.3680254,78.4287133,11180000,6538.01,INR,Sold,True,16.229637,Hyderabad | Attapur
HYD-001063,Hyderabad,Telangana,Moosapet,Villa,2937,2937,3,3,18,2008,0,0,Unfurnished,1,6,East,17.4678699,78.4138865,18700000,6367.04,INR,Active,True,16.744034,Hyderabad | Moosapet
HYD-001064,Hyderabad,Telangana,Manikonda,Apartment,1176,1176,3,3,24,2002,24,31,Semi-Furnished,1,5,South-East,17.4044311,78.3699113,6660000,5663.27,INR,Active,True,15.71163,Hyderabad | Manikonda
HYD-001065,Hyderabad,Telangana,Tellapur,Plot,1603,1603,0,0,18,2008,0,0,Unfurnished,3,3,North-West,17.4631376,78.3042667,6280000,3917.65,INR,Active,True,15.652881,Hyderabad | Tellapur
HYD-001066,Hyderabad,Telangana,Moosapet,Apartment,1665,1665,3,4,22,2004,12,17,Semi-Furnished,0,10,South-West,17.471941,78.4216972,7830000,4702.7,INR,Active,True,15.873473,Hyderabad | Moosapet
HYD-001067,Hyderabad,Telangana,Ameerpet,Plot,4382,4382,0,0,0,2026,0,0,Furnished,1,12,South-West,17.4346355,78.444401,23430000,5346.87,INR,Active,True,16.969528,Hyderabad | Ameerpet
HYD-001068,Hyderabad,Telangana,Madhapur,Villa,2237,2237,3,3,19,2007,0,0,Unfurnished,3,8,South,17.451179,78.3898881,16980000,7590.52,INR,Active,True,16.647547,Hyderabad | Madhapur
HYD-001069,Hyderabad,Telangana,LB Nagar,Plot,3353,3353,0,0,1,2025,0,0,Unfurnished,2,11,North-West,17.3431034,78.5569629,13300000,3966.6,INR,Active,True,16.403275,Hyderabad | LB Nagar
HYD-001070,Hyderabad,Telangana,Kokapet,Apartment,696,696,1,1,9,2017,11,15,Unfurnished,2,1,North-West,17.3959183,78.3387282,4750000,6824.71,INR,Active,True,15.373655,Hyderabad | Kokapet
HYD-001071,Hyderabad,Telangana,Kondapur,Apartment,872,872,2,2,6,2020,16,24,Semi-Furnished,0,3,South-East,17.481995,78.3938025,6400000,7339.45,INR,Sold,True,15.671809,Hyderabad | Kondapur
HYD-001072,Hyderabad,Telangana,Hitech City,Villa,2121,2121,3,4,4,2022,0,0,Furnished,3,12,South,17.4434443,78.3790419,21310000,10047.15,INR,Active,True,16.874687,Hyderabad | Hitech City
HYD-001073,Hyderabad,Telangana,Rajendranagar,Plot,4145,4145,0,0,24,2002,0,0,Semi-Furnished,1,7,South-East,17.3169427,78.4046701,16280000,3927.62,INR,Active,True,16.605448,Hyderabad | Rajendranagar
HYD-001074,Hyderabad,Telangana,Alwal,Independent House,1747,1747,3,4,23,2003,0,0,Unfurnished,2,0,North-East,17.4964906,78.5091274,7040000,4029.77,INR,Active,True,15.767119,Hyderabad | Alwal
HYD-001075,Hyderabad,Telangana,Pragathi Nagar,Apartment,1714,1714,3,4,24,2002,13,15,Semi-Furnished,1,5,South-East,17.5067037,78.3805002,10900000,6359.39,INR,Sold,True,16.204273,Hyderabad | Pragathi Nagar
HYD-001076,Hyderabad,Telangana,Manikonda,Apartment,1138,1138,2,3,25,2001,18,25,Semi-Furnished,1,4,East,17.4065813,78.3807046,6390000,5615.11,INR,Active,True,15.670245,Hyderabad | Manikonda
HYD-001077,Hyderabad,Telangana,Shamshabad,Apartment,713,713,2,2,21,2005,18,28,Semi-Furnished,1,11,South-East,17.2480247,78.4375838,3680000,5161.29,INR,Active,True,15.118424,Hyderabad | Shamshabad
HYD-001078,Hyderabad,Telangana,Tellapur,Villa,1495,1495,3,4,4,2022,0,0,Semi-Furnished,2,1,South,17.4669271,78.2989619,7860000,5257.53,INR,Sold,True,15.877297,Hyderabad | Tellapur
HYD-001079,Hyderabad,Telangana,Kukatpally,Plot,1004,1004,0,0,0,2026,0,0,Unfurnished,0,2,North-East,17.4789868,78.4079815,3890000,3874.5,INR,Active,True,15.17392,Hyderabad | Kukatpally
HYD-001080,Hyderabad,Telangana,Miyapur,Independent House,1933,1933,3,3,7,2019,0,0,Unfurnished,3,1,North-West,17.4998644,78.3326722,9200000,4759.44,INR,Active,True,16.034714,Hyderabad | Miyapur
HYD-001081,Hyderabad,Telangana,Dilsukhnagar,Apartment,595,595,1,1,16,2010,21,31,Unfurnished,2,8,East,17.367262,78.5214717,3040000,5109.24,INR,Active,True,14.927368,Hyderabad | Dilsukhnagar
HYD-001082,Hyderabad,Telangana,Nanakramguda,Apartment,1293,1293,2,3,12,2014,19,28,Semi-Furnished,3,7,East,17.4187729,78.35585,8460000,6542.92,INR,Sold,True,15.95086,Hyderabad | Nanakramguda
HYD-001083,Hyderabad,Telangana,Kukatpally,Plot,3727,3727,0,0,7,2019,0,0,Semi-Furnished,2,10,South-West,17.4820094,78.4157468,21350000,5728.47,INR,Active,True,16.876562,Hyderabad | Kukatpally
HYD-001084,Hyderabad,Telangana,Financial District,Independent House,800,800,2,2,16,2010,0,0,Furnished,3,2,North-West,17.4289686,78.3374666,4970000,6212.5,INR,Active,True,15.418931,Hyderabad | Financial District
HYD-001085,Hyderabad,Telangana,Tarnaka,Apartment,2512,2512,4,4,5,2021,18,19,Furnished,3,2,West,17.4314194,78.5509129,14340000,5708.6,INR,Active,True,16.478563,Hyderabad | Tarnaka
HYD-001086,Hyderabad,Telangana,Dilsukhnagar,Apartment,1725,1725,3,4,9,2017,3,3,Furnished,2,11,North,17.3688513,78.5152747,10140000,5878.26,INR,Active,True,16.131999,Hyderabad | Dilsukhnagar
HYD-001087,Hyderabad,Telangana,Kompally,Apartment,1394,1394,2,2,22,2004,15,20,Furnished,0,8,East,17.5437269,78.4720218,7120000,5107.6,INR,Sold,True,15.778418,Hyderabad | Kompally
HYD-001088,Hyderabad,Telangana,Uppal,Apartment,1437,1437,3,4,25,2001,12,19,Unfurnished,2,5,North-East,17.4029162,78.5677197,8000000,5567.15,INR,Active,True,15.894952,Hyderabad | Uppal
HYD-001089,Hyderabad,Telangana,Kokapet,Independent House,1876,1876,3,3,18,2008,0,0,Unfurnished,1,2,South,17.3953524,78.3394606,9640000,5138.59,INR,Sold,True,16.081432,Hyderabad | Kokapet
HYD-001090,Hyderabad,Telangana,Moosapet,Apartment,1775,1775,3,3,12,2014,18,20,Unfurnished,3,7,South,17.4567413,78.4239858,10860000,6118.31,INR,Sold,True,16.200597,Hyderabad | Moosapet
HYD-001091,Hyderabad,Telangana,Pragathi Nagar,Apartment,1545,1545,2,2,25,2001,24,27,Furnished,2,10,East,17.5106549,78.3894521,8370000,5417.48,INR,Active,True,15.940165,Hyderabad | Pragathi Nagar
HYD-001092,Hyderabad,Telangana,Manikonda,Apartment,1187,1187,2,3,19,2007,24,30,Unfurnished,1,1,South-East,17.3984502,78.3744031,6690000,5636.06,INR,Active,True,15.716125,Hyderabad | Manikonda
HYD-001093,Hyderabad,Telangana,Narsingi,Independent House,2210,2210,3,4,17,2009,0,0,Furnished,1,3,East,17.393547,78.3294498,12310000,5570.14,INR,Active,True,16.325923,Hyderabad | Narsingi
HYD-001094,Hyderabad,Telangana,Somajiguda,Independent House,2333,2333,4,4,17,2009,0,0,Unfurnished,1,8,North-East,17.4252792,78.4625571,13580000,5820.83,INR,Active,True,16.424109,Hyderabad | Somajiguda
HYD-001095,Hyderabad,Telangana,Pragathi Nagar,Apartment,1597,1597,3,4,23,2003,8,10,Semi-Furnished,2,4,West,17.5139614,78.3847454,8570000,5366.31,INR,Active,True,15.963778,Hyderabad | Pragathi Nagar
HYD-001096,Hyderabad,Telangana,Tellapur,Independent House,1301,1301,3,3,24,2002,0,0,Semi-Furnished,2,11,South,17.4690765,78.2967072,6050000,4650.27,INR,Active,True,15.615569,Hyderabad | Tellapur
HYD-001097,Hyderabad,Telangana,Ameerpet,Villa,2764,2764,4,5,18,2008,0,0,Unfurnished,2,1,East,17.4310216,78.4361692,13480000,4876.99,INR,Active,True,16.416718,Hyderabad | Ameerpet
HYD-001098,Hyderabad,Telangana,Bachupally,Apartment,1631,1631,3,4,16,2010,24,25,Semi-Furnished,1,7,North-West,17.5250005,78.3525913,9010000,5524.22,INR,Active,True,16.013846,Hyderabad | Bachupally
HYD-001099,Hyderabad,Telangana,Mehdipatnam,Independent House,2009,2009,3,4,4,2022,0,0,Unfurnished,3,12,South,17.3859287,78.4439563,12300000,6122.45,INR,Active,True,16.32511,Hyderabad | Mehdipatnam
HYD-001100,Hyderabad,Telangana,Kokapet,Villa,3437,3437,4,4,5,2021,0,0,Unfurnished,0,4,South-West,17.3912194,78.3402542,26160000,7611.29,INR,Sold,True,17.079742,Hyderabad | Kokapet
HYD-001101,Hyderabad,Telangana,Alwal,Apartment,1683,1683,3,4,21,2005,23,28,Unfurnished,3,8,North-West,17.5036336,78.5150517,9750000,5793.23,INR,Active,True,16.092778,Hyderabad | Alwal
HYD-001102,Hyderabad,Telangana,Bachupally,Apartment,1572,1572,3,3,24,2002,7,7,Unfurnished,1,4,West,17.5295492,78.3602396,7810000,4968.19,INR,Sold,True,15.870916,Hyderabad | Bachupally
HYD-001103,Hyderabad,Telangana,Manikonda,Independent House,2141,2141,4,5,14,2012,0,0,Unfurnished,1,2,West,17.4057576,78.3670921,10610000,4955.63,INR,Active,True,16.177308,Hyderabad | Manikonda
HYD-001104,Hyderabad,Telangana,Dilsukhnagar,Apartment,1007,1007,2,3,23,2003,24,29,Furnished,3,0,South,17.3606063,78.5188553,5170000,5134.06,INR,Active,True,15.458383,Hyderabad | Dilsukhnagar
HYD-001105,Hyderabad,Telangana,Pragathi Nagar,Apartment,1276,1276,2,3,1,2025,7,7,Furnished,2,6,South-West,17.5014128,78.3792199,8140000,6379.31,INR,Active,True,15.912301,Hyderabad | Pragathi Nagar
HYD-001106,Hyderabad,Telangana,Dilsukhnagar,Apartment,1781,1781,3,3,3,2023,13,13,Unfurnished,3,2,East,17.3660125,78.5249662,11260000,6322.29,INR,Active,True,16.236767,Hyderabad | Dilsukhnagar
HYD-001107,Hyderabad,Telangana,Secunderabad,Apartment,835,835,2,3,14,2012,15,25,Semi-Furnished,1,0,South,17.4422006,78.4958441,5640000,6754.49,INR,Active,True,15.545395,Hyderabad | Secunderabad
HYD-001108,Hyderabad,Telangana,Attapur,Apartment,1331,1331,2,2,5,2021,4,13,Unfurnished,3,0,South-West,17.3747675,78.425927,6850000,5146.51,INR,Active,True,15.739759,Hyderabad | Attapur
HYD-001109,Hyderabad,Telangana,Nanakramguda,Independent House,2499,2499,4,5,7,2019,0,0,Unfurnished,2,11,West,17.4178564,78.3598217,17310000,6926.77,INR,Active,True,16.666795,Hyderabad | Nanakramguda
HYD-001110,Hyderabad,Telangana,Rajendranagar,Apartment,956,956,2,2,17,2009,22,24,Unfurnished,2,10,North-East,17.3252178,78.3994268,4800000,5020.92,INR,Active,True,15.384127,Hyderabad | Rajendranagar
HYD-001111,Hyderabad,Telangana,Kukatpally,Apartment,1812,1812,3,3,9,2017,18,28,Unfurnished,2,10,East,17.4824892,78.4178882,10860000,5993.38,INR,Active,True,16.200597,Hyderabad | Kukatpally
HYD-001112,Hyderabad,Telangana,Miyapur,Villa,2480,2480,4,5,4,2022,0,0,Furnished,1,6,East,17.4980965,78.3526382,22340000,9008.06,INR,Active,True,16.921889,Hyderabad | Miyapur
HYD-001113,Hyderabad,Telangana,Miyapur,Villa,2709,2709,4,5,11,2015,0,0,Furnished,2,12,South,17.4999195,78.3374196,19350000,7142.86,INR,Active,True,16.778203,Hyderabad | Miyapur
HYD-001114,Hyderabad,Telangana,Miyapur,Villa,2057,2057,3,4,22,2004,0,0,Furnished,2,0,South,17.4980514,78.3614901,12990000,6315.02,INR,Active,True,16.37969,Hyderabad | Miyapur
HYD-001115,Hyderabad,Telangana,Pragathi Nagar,Plot,1385,1385,0,0,6,2020,0,0,Semi-Furnished,1,8,North-West,17.5070766,78.3831639,6190000,4469.31,INR,Active,True,15.638446,Hyderabad | Pragathi Nagar
HYD-001116,Hyderabad,Telangana,Manikonda,Apartment,1641,1641,3,3,0,2026,3,5,Semi-Furnished,0,2,South-West,17.3993576,78.3696354,9960000,6069.47,INR,Active,True,16.114088,Hyderabad | Manikonda
HYD-001117,Hyderabad,Telangana,Attapur,Apartment,783,783,2,2,17,2009,9,9,Semi-Furnished,1,9,North,17.3665056,78.4149626,4500000,5747.13,INR,Sold,True,15.319588,Hyderabad | Attapur
HYD-001118,Hyderabad,Telangana,Financial District,Independent House,3521,3521,5,5,18,2008,0,0,Unfurnished,2,3,East,17.4252622,78.3355556,24530000,6966.77,INR,Active,True,17.015407,Hyderabad | Financial District
HYD-001119,Hyderabad,Telangana,Hitech City,Villa,3266,3266,4,4,8,2018,0,0,Unfurnished,3,10,North,17.4453444,78.3722523,29100000,8909.98,INR,Active,True,17.186249,Hyderabad | Hitech City
HYD-001120,Hyderabad,Telangana,Mehdipatnam,Independent House,2682,2682,4,4,3,2023,0,0,Unfurnished,2,5,South-East,17.3914202,78.4495876,15670000,5842.65,INR,Sold,True,16.567259,Hyderabad | Mehdipatnam
HYD-001121,Hyderabad,Telangana,Narsingi,Independent House,2442,2442,4,4,25,2001,0,0,Semi-Furnished,2,1,North-West,17.3809651,78.3313396,12650000,5180.18,INR,Sold,True,16.353168,Hyderabad | Narsingi
HYD-001122,Hyderabad,Telangana,Bachupally,Independent House,2077,2077,4,4,13,2013,0,0,Unfurnished,1,4,South-West,17.5242473,78.353812,10200000,4910.93,INR,Active,True,16.137898,Hyderabad | Bachupally
HYD-001123,Hyderabad,Telangana,Tolichowki,Apartment,1829,1829,3,3,3,2023,18,18,Unfurnished,0,12,South,17.38447,78.4272524,11740000,6418.81,INR,Active,True,16.278512,Hyderabad | Tolichowki
HYD-001124,Hyderabad,Telangana,Pragathi Nagar,Apartment,1703,1703,3,4,17,2009,4,11,Unfurnished,2,4,South,17.5119428,78.3840571,9530000,5596.01,INR,Sold,True,16.069955,Hyderabad | Pragathi Nagar
HYD-001125,Hyderabad,Telangana,Hitech City,Apartment,1529,1529,3,4,3,2023,22,27,Furnished,2,1,East,17.4398552,78.3747738,13550000,8862.0,INR,Active,True,16.421897,Hyderabad | Hitech City
